50	278	85	125
42	283	85	121
35	286	85	117
30	289	82	114
24	291	78	113
19	291	78	114
15	288	68	117
12	285	73	122
10	280	66	127
5	275	62	133
7	265	65	144
10	251	61	160
12	242	74	166
12	238	71	167
11	236	69	170
13	235	67	168
15	235	65	163
17	239	66	158
17	244	72	152
19	248	80	151
21	251	87	151
24	256	93	146
27	265	95	138
31	272	94	131
36	274	93	128
45	277	90	126
50	276	94	127
51	275	101	128
49	276	106	127
53	275	105	127
52	273	108	129
55	273	100	129
54	270	101	131
64	269	91	131
80	269	73	133
80	268	71	133
96	267	68	133
93	265	68	135
89	266	74	136
82	266	77	136
80	266	76	137
73	267	72	135
71	266	76	136
64	265	81	137
66	263	90	140
58	263	91	140
51	263	82	140
42	261	76	143
32	261	76	142
24	261	75	143
12	263	78	141
1	263	85	142
0	264	79	142
0	265	75	142
0	266	72	140
0	265	69	141
0	265	67	141
0	268	60	138
0	268	52	138
0	269	44	137
0	266	33	141
0	267	30	140
0	295	29	106
0	299	27	97
0	310	24	94
0	308	23	87
0	308	21	91
0	311	23	87
0	307	22	90
0	307	22	91
0	303	20	91
0	279	25	75
17	275	43	79
98	282	48	114
121	272	46	126
120	273	51	128
120	271	59	127
123	272	71	127
124	272	77	127
125	272	82	127
127	273	85	127
130	274	87	126
133	275	88	125
137	275	87	125
140	273	85	126
146	274	82	124
153	272	77	126
161	273	74	124
170	276	67	121
181	289	56	107
188	272	50	124
192	276	47	119
193	271	48	124
192	273	53	122
187	273	64	122
181	277	71	117
175	273	80	123
168	271	87	126
163	271	86	124
159	272	87	126
159	272	81	126
158	272	80	126
160	273	73	125
165	272	65	126
174	271	53	128
177	271	49	126
178	273	47	124
176	278	53	120
176	278	59	118
176	282	70	114
177	281	77	116
177	279	78	117
181	284	80	112
185	283	83	111
193	284	81	110
204	283	77	112
216	283	73	112
245	282	60	109
258	294	52	100
269	287	54	104
270	293	65	97
269	279	74	110
277	277	84	114
281	279	93	114
292	276	90	116
307	280	84	111
322	279	75	111
360	278	58	114
372	280	58	112
377	279	65	111
384	271	73	118
394	274	79	112
410	276	75	109
425	271	66	115
440	274	57	110
451	274	55	110
451	271	61	111
465	268	65	116
470	265	73	117
473	268	78	114
480	269	77	114
476	266	78	117
482	264	74	118
476	263	73	119
555	254	58	125
547	249	57	131
528	249	62	132
521	245	65	136
477	252	67	131
473	247	63	135
480	253	63	131
506	247	61	137
479	253	58	130
481	255	56	127
483	252	54	130
487	254	53	128
490	254	52	126
497	255	59	125
510	255	53	123
515	256	58	122
519	256	60	122
524	255	58	123
535	251	72	126
533	254	76	124
533	253	66	127
539	255	62	123
576	263	57	112
575	265	58	113
539	259	61	123
538	260	60	121
534	261	57	121
531	257	58	125
527	258	55	125
524	258	53	126
526	255	53	129
520	255	55	128
520	254	60	129
490	257	76	124
479	255	84	125
466	260	92	121
457	262	100	119
445	257	109	123
436	253	110	127
429	252	113	130
431	252	106	130
425	250	106	131
414	247	99	136
402	247	87	135
389	243	79	140
383	243	71	139
381	254	61	129
372	254	60	131
356	253	64	132
339	252	74	134
330	251	79	136
322	249	87	139
317	249	90	141
316	257	92	132
212	269	96	128
226	272	97	124
239	274	98	122
254	271	99	122
273	269	96	121
286	270	95	117
301	267	89	117
316	265	84	119
323	266	88	118
328	270	89	114
337	266	93	116
341	267	99	115
346	268	102	112
350	269	92	112
349	269	91	113
349	271	91	110
348	270	92	109
349	270	91	110
350	268	88	112
348	265	89	115
347	264	92	115
348	261	90	118
348	268	86	112
351	270	84	109
355	266	78	113
360	265	69	113
368	249	65	129
374	240	62	140
380	233	64	148
383	230	65	152
381	227	74	155
380	225	73	159
379	224	75	158
378	224	77	159
380	224	76	158
381	225	78	158
376	223	78	157
387	223	71	157
392	219	69	160
389	218	69	163
400	222	62	160
393	219	66	164
396	219	64	164
389	218	70	167
381	220	75	167
378	216	81	171
372	210	86	180
362	205	97	186
354	203	106	193
352	202	110	193
378	206	96	187
380	215	93	182
382	216	85	178
368	230	80	164
366	234	75	163
361	240	63	156
356	244	61	148
353	245	62	145
348	245	64	142
342	243	69	146
337	243	72	146
330	244	75	145
323	244	75	145
316	246	75	144
308	246	75	144
299	249	77	143
292	250	77	143
286	251	76	141
282	251	74	140
278	251	73	140
275	251	70	139
274	251	66	139
274	250	62	142
273	251	59	141
270	251	58	142
263	251	61	140
256	250	66	142
252	250	71	142
247	250	79	141
244	250	84	143
242	250	88	143
240	250	88	144
239	250	87	143
239	250	84	144
241	250	81	145
247	251	74	142
253	251	66	142
260	250	58	142
265	250	52	142
267	251	51	141
268	251	53	141
270	250	59	140
271	251	66	140
273	251	70	141
274	251	70	141
282	252	71	140
284	250	72	141
293	251	69	140
296	252	72	140
301	251	73	141
310	250	71	141
319	249	67	142
331	251	61	140
341	247	62	142
350	251	63	137
361	251	71	138
366	249	77	138
372	248	82	141
377	248	79	140
381	247	82	140
387	246	84	141
388	247	82	141
390	246	82	141
394	246	81	142
396	246	80	142
400	246	74	142
402	246	68	140
404	247	63	139
406	245	59	140
407	246	59	140
405	247	61	139
401	245	63	140
399	246	65	140
397	246	65	141
396	247	62	141
395	248	60	141
394	249	61	141
393	250	62	140
395	251	61	141
397	251	59	141
402	243	64	153
407	239	72	158
406	234	88	168
412	232	91	175
403	232	83	175
400	234	83	172
402	238	79	169
402	234	72	172
405	234	72	169
418	236	61	165
420	234	61	159
428	248	57	146
431	261	53	130
431	261	54	131
434	260	56	131
438	264	56	129
436	262	57	131
436	262	57	131
433	262	59	129
430	262	61	129
428	261	62	130
425	258	64	132
423	257	65	131
420	259	66	129
418	259	65	129
414	254	66	133
413	255	64	131
411	259	64	128
410	258	61	129
406	256	62	131
408	258	57	128
402	262	60	125
404	261	57	124
401	266	58	119
401	259	57	126
394	259	58	124
393	261	55	125
389	262	56	124
389	260	54	127
384	265	57	122
381	263	60	121
382	264	64	120
449	264	59	116
452	263	56	114
442	263	58	117
436	262	60	120
430	262	63	120
435	261	61	119
433	260	60	122
440	261	56	120
441	260	56	120
443	260	56	120
444	259	53	121
447	260	53	121
448	261	52	121
449	261	53	120
454	262	52	120
455	263	50	119
457	264	50	119
458	266	50	117
383	259	52	130
383	257	56	131
381	263	58	127
377	260	61	130
375	259	65	130
374	255	67	135
374	252	68	140
375	255	67	138
370	258	69	136
367	258	69	135
372	259	70	134
368	256	73	137
383	255	61	137
382	259	59	133
380	261	58	131
379	261	58	131
377	263	59	130
375	261	59	132
374	263	60	130
372	263	60	130
370	263	61	129
368	261	62	131
368	261	62	131
367	262	64	130
367	262	67	130
366	263	69	128
367	265	70	127
368	265	71	127
369	265	71	127
372	269	69	122
373	270	71	122
379	270	69	122
384	269	66	125
391	267	63	127
400	266	61	128
406	263	61	129
413	258	60	132
415	257	59	131
417	255	60	131
416	254	60	130
416	253	59	131
418	253	58	129
423	254	59	127
424	257	59	128
422	259	58	125
415	260	61	127
408	259	60	126
404	255	59	127
404	253	56	126
402	249	57	128
401	250	58	126
403	250	61	127
408	250	62	127
415	250	61	128
421	250	60	129
426	252	59	129
430	252	57	130
432	252	58	130
433	251	56	131
433	252	56	130
435	253	56	129
436	252	59	129
439	249	60	131
447	248	60	133
454	246	62	134
459	250	64	132
471	244	62	140
477	246	67	138
482	245	76	140
483	250	73	137
481	254	68	132
471	255	69	133
469	257	71	132
467	260	72	131
468	263	73	127
472	261	70	127
463	264	73	125
473	261	63	126
468	261	67	127
468	262	67	129
450	262	67	129
441	265	73	127
439	262	75	129
441	264	72	130
444	262	65	129
441	262	63	130
440	262	59	132
435	263	57	131
427	266	57	126
413	263	61	129
409	262	62	133
408	264	57	131
414	266	53	131
409	266	57	130
404	265	58	132
400	265	58	131
402	265	55	131
406	265	53	131
403	265	53	129
396	267	56	132
395	268	56	130
392	268	57	131
391	268	58	132
390	268	60	132
393	268	61	132
398	267	63	133
411	266	63	134
418	267	64	133
426	267	65	133
432	265	65	135
441	265	64	133
451	263	61	131
457	262	62	132
463	262	62	132
466	262	62	133
468	261	61	134
471	261	61	134
472	261	61	134
473	261	60	134
474	261	59	134
475	262	58	134
475	262	59	135
473	262	60	134
472	264	60	131
470	264	59	130
470	265	58	130
470	265	57	131
469	266	56	132
469	266	55	131
468	266	55	132
465	265	55	132
462	263	55	134
459	264	55	133
456	266	55	131
452	265	54	132
449	264	53	132
446	263	53	134
445	262	54	138
442	262	58	142
441	257	63	151
435	254	67	160
443	247	84	169
437	243	82	176
439	244	77	174
438	241	67	173
439	243	71	167
446	245	67	163
440	248	67	162
434	246	75	166
436	246	78	170
434	243	79	169
433	238	90	181
418	237	99	183
388	232	124	188
389	234	122	189
397	237	116	185
390	232	117	195
389	234	105	190
419	241	96	169
425	246	97	167
432	247	86	165
445	252	68	151
446	254	63	148
450	257	64	143
448	259	65	142
450	260	64	140
450	259	65	141
449	259	67	141
451	259	65	141
451	257	65	145
450	255	65	146
450	255	65	148
451	253	64	147
454	253	63	145
455	253	63	146
455	252	66	147
455	251	69	145
458	251	71	146
460	250	72	146
464	249	71	147
468	249	70	147
469	249	69	147
472	249	69	148
472	248	69	149
472	249	68	149
481	248	72	150
540	257	79	136
536	257	77	138
531	258	78	136
475	244	76	155
471	242	74	158
465	242	77	157
471	246	79	152
474	248	78	150
482	249	70	149
501	254	67	142
507	259	68	135
503	257	73	135
506	258	74	136
503	260	77	134
507	261	74	132
503	261	75	130
501	261	77	129
501	261	75	128
497	261	75	128
490	260	75	129
491	259	69	129
483	258	63	133
480	258	61	133
477	259	61	133
476	259	61	131
475	261	62	129
466	263	68	127
465	263	65	125
460	262	61	126
454	264	58	126
454	259	54	133
450	253	54	140
448	251	57	143
446	255	58	140
441	246	61	147
440	256	63	138
433	259	66	136
428	261	68	136
424	262	69	136
421	265	68	134
417	265	69	133
414	267	64	133
412	269	64	131
407	266	64	134
406	265	63	136
405	264	61	137
400	265	61	137
400	265	60	136
397	266	61	133
396	266	61	132
392	265	64	133
387	264	67	134
391	266	65	132
386	266	67	132
385	264	68	135
385	263	68	137
383	262	67	138
384	262	65	137
385	262	65	137
385	262	68	137
384	264	73	135
384	263	77	135
384	264	82	134
384	264	85	134
383	264	88	133
383	263	89	134
383	262	88	135
383	262	87	135
383	262	86	136
383	261	85	138
387	260	81	138
396	261	72	137
405	266	65	131
412	264	62	133
413	269	64	128
415	271	73	124
416	271	69	122
418	270	71	123
423	272	69	121
425	271	69	123
432	270	64	125
440	273	60	122
444	274	60	123
446	275	68	125
449	278	75	123
449	280	78	121
453	283	82	121
456	285	82	118
461	287	78	118
466	288	73	118
469	289	70	120
473	292	65	122
481	294	63	121
480	294	64	125
483	295	61	127
485	299	62	125
491	301	61	125
490	300	60	126
496	301	57	124
492	302	59	120
500	301	61	121
499	296	60	123
502	294	63	123
506	292	63	123
507	293	60	120
508	292	59	120
508	289	58	119
508	288	57	118
512	286	57	117
513	286	59	115
527	287	54	114
507	286	63	118
518	285	60	117
504	284	60	120
504	285	63	120
499	285	60	121
498	285	56	122
497	285	55	124
495	285	56	124
494	284	57	124
493	284	59	124
494	282	61	126
492	281	63	126
492	283	63	126
492	282	63	128
491	282	64	127
487	283	65	126
485	282	66	126
474	280	80	126
463	281	93	126
465	281	94	127
469	282	87	128
468	284	87	125
461	290	90	119
463	289	86	121
465	294	82	117
466	291	77	118
467	292	72	120
469	292	65	118
469	287	63	120
469	286	58	121
469	287	54	121
464	287	56	118
459	286	55	119
459	287	54	118
451	286	57	120
446	282	63	123
431	276	72	132
407	273	84	134
404	273	81	133
408	272	79	134
413	275	81	131
412	274	78	130
419	281	74	128
420	277	74	131
422	274	73	134
423	278	72	129
423	275	71	133
425	274	68	134
425	273	67	137
424	273	67	138
425	271	60	136
420	272	58	138
422	270	58	141
425	272	56	136
422	270	56	137
420	270	60	140
416	272	61	137
415	272	61	137
417	275	65	134
419	275	68	135
423	275	69	133
435	274	64	132
444	271	68	134
448	269	71	136
459	267	68	137
467	266	66	135
472	265	69	133
473	263	68	134
469	264	63	135
469	262	69	136
456	262	70	138
435	263	72	140
410	265	75	139
398	268	72	138
381	269	67	140
376	269	69	140
360	278	74	131
343	278	62	133
341	280	58	131
342	283	57	127
347	284	57	127
355	281	60	127
390	271	82	136
373	274	73	133
379	277	64	130
380	277	61	129
380	278	60	127
374	278	63	127
367	279	66	127
359	279	69	127
350	276	71	132
337	282	68	128
332	279	77	131
325	278	77	133
322	283	77	128
318	282	75	130
309	285	68	126
310	279	57	133
313	277	60	138
331	272	64	144
331	271	67	144
331	268	71	147
331	268	75	148
319	270	83	149
332	267	72	149
334	264	74	150
338	263	71	150
330	262	75	152
336	261	71	153
293	276	61	138
290	275	61	140
284	277	60	135
280	280	58	134
274	284	61	129
267	286	61	125
263	285	59	126
250	287	65	126
242	289	70	122
237	292	71	122
226	297	80	117
215	295	89	118
205	297	101	114
202	299	104	112
200	299	105	112
200	303	105	112
199	307	104	109
195	303	103	112
201	304	92	111
202	302	87	114
201	302	85	112
206	303	86	113
209	302	88	116
205	298	92	122
197	297	83	121
234	285	76	140
226	274	84	153
226	272	78	153
225	273	75	152
209	288	90	135
217	282	86	139
208	282	97	142
201	274	103	150
206	268	107	158
215	268	104	156
217	267	103	158
222	268	99	155
224	264	96	159
229	262	92	162
238	260	83	161
243	259	79	161
245	261	75	158
239	270	80	146
242	277	81	137
242	280	73	131
239	279	77	134
228	278	67	137
216	276	71	140
205	270	80	147
176	267	80	153
154	266	82	158
127	265	84	160
100	267	90	160
82	264	81	164
65	262	83	165
46	263	85	165
34	262	89	166
28	261	92	168
36	269	88	162
49	263	83	170
57	262	92	170
67	265	95	169
84	268	102	167
98	267	104	170
103	268	105	167
108	266	105	168
107	266	103	170
102	266	97	172
93	264	90	176
83	262	90	178
65	263	88	178
46	265	85	174
28	263	81	175
15	268	82	169
8	270	77	168
2	267	75	170
2	264	77	171
1	266	79	170
0	270	86	169
4	272	92	169
16	271	94	172
31	273	92	170
39	267	95	180
54	267	94	179
69	270	89	175
96	271	82	169
98	276	69	163
89	277	68	164
79	281	69	155
29	269	87	176
8	262	88	186
0	260	82	190
88	274	80	158
76	274	78	160
55	277	85	157
0	287	61	143
0	287	49	144
0	287	56	150
4	277	62	161
11	276	70	167
10	262	74	181
16	267	88	181
21	256	103	192
35	254	122	194
50	251	116	198
61	250	112	196
73	252	111	192
86	251	114	191
99	252	109	185
99	250	111	188
96	246	112	194
88	246	116	191
80	241	114	195
76	237	110	199
74	240	105	194
79	241	99	193
99	242	92	191
104	244	86	189
119	244	107	190
127	235	119	197
130	232	129	198
143	231	133	199
154	232	135	196
169	232	133	194
177	233	125	193
182	235	108	190
188	239	94	186
177	242	73	181
167	258	63	159
164	261	66	158
159	262	62	153
158	265	62	149
158	266	61	149
159	265	61	151
166	264	62	152
173	266	63	151
175	264	63	152
178	265	64	151
173	264	67	151
165	264	68	154
157	263	72	155
148	263	76	155
142	263	80	155
142	264	79	158
148	264	79	158
163	264	73	156
173	264	72	157
179	265	73	157
184	264	72	157
182	265	76	156
182	265	82	156
184	263	86	157
186	264	84	158
181	264	90	159
174	263	97	160
168	261	95	163
160	261	92	162
148	260	90	164
135	263	89	162
128	263	90	161
127	264	89	162
128	265	89	162
133	265	88	163
148	265	82	162
157	263	82	162
164	264	79	162
168	265	77	160
168	264	75	161
161	263	74	162
153	262	75	163
143	261	76	163
131	263	76	163
121	267	72	161
113	273	68	157
108	268	67	160
108	268	67	161
109	268	74	161
117	266	75	165
129	266	76	164
135	266	76	165
136	267	73	164
132	265	73	165
127	264	73	167
113	265	76	168
101	265	79	169
94	265	74	169
94	265	71	168
91	266	68	168
92	268	70	167
98	268	76	168
106	266	82	170
122	268	94	169
138	268	103	169
160	267	108	168
179	267	109	166
197	266	104	167
210	264	103	166
222	262	100	166
236	260	92	165
245	260	83	165
251	260	80	167
250	259	77	166
241	260	76	166
208	263	80	166
190	264	82	168
176	266	82	166
165	266	84	167
161	268	88	165
161	269	93	167
168	268	99	169
181	267	97	170
200	266	94	171
219	266	92	171
254	262	89	172
273	260	83	171
287	259	74	168
298	259	66	167
300	260	64	165
293	260	64	168
281	262	69	168
266	262	76	170
251	262	86	173
240	263	93	174
236	263	94	175
234	266	95	172
235	267	100	173
244	268	101	173
251	267	99	174
272	265	101	175
297	262	92	177
320	259	87	176
339	255	89	175
361	251	81	174
401	246	71	176
412	240	66	180
412	242	65	179
406	240	69	183
390	246	71	179
371	253	70	175
351	260	82	171
330	260	91	176
315	260	101	176
303	267	108	171
301	268	99	171
303	268	91	169
307	268	89	166
318	267	83	167
332	263	71	168
345	261	59	173
347	258	62	175
333	256	81	180
315	253	81	184
297	252	86	181
259	259	88	177
234	254	93	184
208	259	89	181
187	260	101	184
177	261	102	183
162	262	111	187
153	269	115	176
144	271	115	174
134	274	120	171
122	274	123	175
112	272	92	175
107	274	81	171
104	275	81	170
102	275	79	170
92	275	80	174
82	277	78	168
80	279	74	167
77	281	81	166
78	283	81	165
80	283	84	167
86	286	82	165
96	290	79	162
107	293	81	162
118	298	85	159
127	300	91	161
137	302	98	161
146	302	102	164
153	302	108	163
165	304	110	160
175	303	117	159
202	299	105	159
213	298	112	158
225	297	115	156
237	298	116	153
259	296	106	152
269	294	111	153
294	291	104	152
302	286	106	155
311	282	101	155
322	283	91	154
325	283	84	151
316	283	74	151
308	283	66	151
297	285	64	151
283	289	64	148
272	291	62	150
253	298	61	142
244	300	58	143
238	303	57	141
235	305	59	142
235	307	66	145
245	312	66	137
253	309	66	139
264	310	66	138
272	308	68	138
284	307	70	138
306	308	76	136
328	309	79	135
345	309	77	134
361	309	73	132
371	307	74	134
385	306	70	134
392	304	69	134
401	302	65	135
407	302	62	134
410	301	62	133
413	298	61	135
414	297	60	137
415	297	61	135
414	297	64	134
405	299	63	132
389	304	64	127
371	305	65	129
351	307	64	128
327	312	65	124
307	314	64	123
283	315	62	128
269	315	61	129
262	313	60	131
261	313	60	131
260	311	59	132
272	313	59	130
280	314	62	129
290	309	63	133
302	310	64	132
313	309	65	130
331	307	62	131
344	306	62	129
352	302	65	131
363	301	61	130
368	300	61	128
370	299	62	127
368	300	64	127
362	299	65	128
354	304	62	125
344	305	60	126
331	308	60	124
319	311	60	125
308	315	61	125
299	315	61	125
292	315	64	127
289	313	66	130
288	314	74	129
292	314	79	129
298	311	83	128
306	311	88	128
322	307	89	129
329	306	93	129
337	303	94	130
345	301	93	131
351	300	91	131
354	298	87	132
354	299	79	133
349	298	72	134
337	297	72	137
327	297	71	139
318	299	66	139
312	300	65	140
308	300	65	140
308	301	64	139
312	301	65	140
328	302	61	136
339	300	66	135
354	300	66	132
366	300	68	132
375	294	70	135
388	290	69	138
392	288	67	138
399	288	64	136
402	285	65	137
404	286	65	136
409	283	68	136
413	282	70	137
416	282	73	137
419	281	75	138
422	279	75	139
424	279	73	138
424	282	71	136
425	282	66	136
